,time,value
298,0.298,3.339749320782371
299,0.299,3.156578109209698
300,0.3,3.600022375245722
301,0.301,2.7353788256925435
302,0.302,3.5915981386063236
303,0.303,2.728414272142641
304,0.304,3.0782625178915404
305,0.305,2.60921018898251
306,0.306,2.976623454528416
307,0.307,3.0651413923202457
308,0.308,2.8762841196588966
309,0.309,3.106690926200307
310,0.31,2.888629815496981
311,0.311,2.665295736172505
312,0.312,2.611913691834474
313,0.313,2.982167989010299
314,0.314,2.496871016952003
315,0.315,2.919051372170157
316,0.316,2.9601992924551035
317,0.317,2.0394337566640157
318,0.318,2.824489755621114
319,0.319,3.045404871402831
320,0.32,2.4438531405041837
321,0.321,2.4874684919632015
322,0.322,2.5570662068047705
323,0.323,2.1004868457576134
324,0.324,2.1741452396290217
325,0.325,1.6609117261481845
326,0.326,2.032071502277602
327,0.327,2.0750405578838604
328,0.328,2.015614508936749
329,0.329,2.115798246595565
330,0.33,1.499592922430365
331,0.331,1.5087790328821207
332,0.332,2.1746082654640664
333,0.333,1.4993177096675647
334,0.334,1.5441435014142315
335,0.335,1.405189839872436
336,0.336,1.1215687120789057
337,0.337,1.7997030565939753
338,0.338,1.1008588092809828
339,0.339,0.8696157589968283
340,0.34,1.023463174252785
341,0.341,0.5114437063663638
342,0.342,0.8723506100989558
343,0.343,0.73570496792811
344,0.34400000000000003,1.1725077119387968
345,0.34500000000000003,0.7492118159953811
346,0.34600000000000003,1.1844368983227147
347,0.34700000000000003,1.307473065831821
348,0.34800000000000003,1.095143440815373
349,0.34900000000000003,0.7721148039094058
350,0.35000000000000003,0.8581185374619182
351,0.35100000000000003,0.34047733391889035
352,0.352,0.7431750049808761
353,0.353,0.5136607477029358
354,0.354,0.9717098322722146
355,0.355,1.5299708813634312
356,0.356,0.9059049705393749
357,0.357,0.15946552731426755
358,0.358,0.652268652666695
359,0.359,0.8041313447363675
360,0.36,0.803179322331538
361,0.361,0.5700740036027471
362,0.362,0.877916418830606
363,0.363,0.44915361630553374
364,0.364,0.5584612723207625
365,0.365,1.058041945996345
366,0.366,0.5841880991528385
367,0.367,1.0770213179757955
368,0.368,0.5333409202759334
369,0.369,1.5040615859672948
370,0.37,0.7744339045546442
371,0.371,0.973235280637823
372,0.372,1.1745078570769691
373,0.373,0.9419223028894768
374,0.374,1.1918120389789364
375,0.375,1.3595634514441985
376,0.376,1.514053035656206
377,0.377,1.5028208139865993
378,0.378,1.2537651390052011
379,0.379,1.301535400794272
380,0.38,2.0906020098709117
381,0.381,1.7111591414291487
382,0.382,1.1898006956372016
383,0.383,1.5361898100703153
384,0.384,1.4450484160339965
385,0.385,1.5438086956993349
386,0.386,1.253670270845841
387,0.387,1.5362224959028283
388,0.388,2.2396025526646675
389,0.389,1.90514244979987
390,0.39,1.0182010807467194
391,0.391,2.1634490033760407
392,0.392,2.156869866437992
393,0.393,1.752333223824232
394,0.394,2.1039548739283376
395,0.395,1.6580711529485197
396,0.396,1.8003349708589418
397,0.397,2.4148583312588117
398,0.398,1.9059852437892089
399,0.399,1.4470956718503118
400,0.4,2.0078190413384847
401,0.401,2.0203039025835055
402,0.402,2.4187373570586455
403,0.403,2.077159017177282
404,0.404,1.9583170717350096
405,0.405,2.4085703365305635
406,0.406,2.13991404556568
407,0.40700000000000003,1.8856968638622853
408,0.40800000000000003,2.4626817462204564
409,0.40900000000000003,2.1782679632188984
410,0.41000000000000003,2.1236051140371757
411,0.41100000000000003,2.1772978231895364
412,0.41200000000000003,1.8026379764887221
413,0.41300000000000003,1.9642513560246506
414,0.41400000000000003,2.121212752249214
415,0.41500000000000004,2.05830104994606
416,0.41600000000000004,2.4940568410073714
417,0.417,2.1723420423095505
418,0.418,2.3576480283654395
419,0.419,2.097419894735662
420,0.42,2.404385309062662
421,0.421,2.1992341112424096
422,0.422,2.076165774527826
423,0.423,2.060112857474158
424,0.424,1.7696257893306384
425,0.425,2.199899329864066
426,0.426,2.027742801568179
427,0.427,1.8814013157828666
428,0.428,2.356447330505317
429,0.429,1.6423661539333125
430,0.43,1.8841100818259209
431,0.431,2.313197465172145
432,0.432,2.094241634962199
433,0.433,1.9806897272478878
434,0.434,2.0666452549723977
435,0.435,2.0423679330692313
436,0.436,1.5317094874285533
437,0.437,1.8811151784280638
438,0.438,2.4711056571149452
439,0.439,1.789719142652191
440,0.44,1.8945396259770957
441,0.441,1.8312305216225169
442,0.442,1.9724914824874848
443,0.443,1.829742303236997
444,0.444,2.157991858330372
445,0.445,2.0796561465387966
446,0.446,2.2622088283166164
447,0.447,1.7257135186495371
448,0.448,1.9508851556544056
449,0.449,1.9983653503772687
450,0.45,2.2169299848074506
451,0.451,1.85743017337386
452,0.452,2.386200652914139
453,0.453,2.4844178668775303
454,0.454,1.849627306796653
455,0.455,2.017549961262524
456,0.456,2.024395795165668
457,0.457,2.9934028453962167
458,0.458,2.094879241881542
459,0.459,2.747646924934104
460,0.46,1.8851200116999052
461,0.461,1.9890933763036607
462,0.462,2.1008999061551097
463,0.463,2.0739623052913836
464,0.464,2.2678616538818313
465,0.465,2.1558114093596323
466,0.466,2.142383019773681
467,0.467,2.754869472197201
468,0.468,2.7928844886601
469,0.46900000000000003,2.728104712978408
470,0.47000000000000003,2.617111190040619
471,0.47100000000000003,2.503233543122899
472,0.47200000000000003,2.3405829632684956
473,0.47300000000000003,2.2166905694554737
474,0.47400000000000003,2.6230311683613876
475,0.47500000000000003,2.1719756186157007
476,0.47600000000000003,2.2341513650261775
477,0.47700000000000004,2.8846930121205623
478,0.47800000000000004,3.113636872922766
479,0.47900000000000004,2.664094708771471
480,0.48,2.8786637315297914
481,0.481,2.4714712919383084
482,0.482,2.1402311620692243
483,0.483,2.7192382920024256
484,0.484,2.698118136985915
485,0.485,2.5382213768986825
486,0.486,2.4310050912998022
487,0.487,2.776956774838189
488,0.488,2.1747092663364835
489,0.489,2.2179804761317286
490,0.49,2.1249178823212054
491,0.491,2.427636179330595
492,0.492,2.0481495144417083
493,0.493,2.1392258532770807
494,0.494,2.100400082548056
495,0.495,2.199268715336841
496,0.496,1.7943184339221112
497,0.497,2.2275954694303888
498,0.498,2.5344300273011635
499,0.499,2.1576805184464924
500,0.5,2.534309421007611
501,0.501,2.4251837382593537
502,0.502,2.209681224720716
503,0.503,1.9485703130511223
504,0.504,1.881275979435212
505,0.505,2.0507220038400216
506,0.506,1.649976437549829
507,0.507,1.1476072203631849
508,0.508,1.8039977052513299
509,0.509,1.2604185745328325
510,0.51,1.253916432055831
511,0.511,1.485094255359488
512,0.512,1.3987819233176044
513,0.513,0.9459916004790034
514,0.514,1.3617402520616577
515,0.515,1.5447796525811754
516,0.516,0.8598307751516545
517,0.517,1.5242088223459462
518,0.518,0.6194626430701954
519,0.519,1.6688642612762625
520,0.52,0.857727129932078
521,0.521,0.9736935744943209
522,0.522,0.3129435914558728
523,0.523,0.814273467020709
524,0.524,0.8558042764135988
525,0.525,0.7179054837327751
526,0.526,0.5336324194700786
527,0.527,0.3798510537575992
528,0.528,0.9668493336534874
529,0.529,0.6035506880791934
530,0.53,1.0260289196642112
531,0.531,0.3783535028370746
532,0.532,0.38146922313992715
533,0.533,0.7354145491434314
534,0.534,-0.014013246827610126
535,0.535,0.09438251631471645
536,0.536,0.7766831431310532
537,0.537,0.08841117946346339
538,0.538,-0.10958000907144616
539,0.539,0.9964689391872825
540,0.54,0.021202302718998978
541,0.541,0.5016996244512805
542,0.542,0.4779911932293506
543,0.543,-0.37144109947958637
544,0.544,0.4096963215063098
545,0.545,0.6461920895949751
546,0.546,0.6433287306861567
547,0.547,0.8369976682328656
548,0.548,0.4820722890805793
549,0.549,0.8478453083865444
550,0.55,0.46637770095035913
551,0.551,0.2923278151823365
552,0.552,0.37154057159275616
553,0.553,0.3705962359832819
554,0.554,1.1633244515157866
555,0.555,0.4600049994042563
556,0.556,1.0530770884069272
557,0.557,0.9499787112146801
558,0.558,1.060088009325636
559,0.559,1.5631537018695942
560,0.56,1.0876136743913472
561,0.561,1.4693867529081066
562,0.562,1.3654403937072672
563,0.5630000000000001,1.3781329231722257
564,0.5640000000000001,2.1843954203539346
565,0.5650000000000001,1.1335599616739742
566,0.5660000000000001,2.0249411267539483
567,0.5670000000000001,1.9078309406138458
568,0.5680000000000001,1.6400123380285612
569,0.5690000000000001,2.3456637610323026
570,0.5700000000000001,1.3752546658030953
571,0.5710000000000001,1.8455822497228103
572,0.5720000000000001,1.711382145764032
573,0.5730000000000001,2.268543125320733
574,0.5740000000000001,1.8809560167012862
575,0.5750000000000001,2.413509798159984
576,0.5760000000000001,2.294929436300748
577,0.577,2.2726790061514555
578,0.578,2.596865160459487
579,0.579,2.461442985139258
580,0.58,2.2749883612578197
581,0.581,3.4991561247794425
582,0.582,2.567208393694886
583,0.583,2.099980051431991
584,0.584,2.5616769799125496
585,0.585,2.48016581753485
586,0.586,3.1511016273675554
587,0.587,3.0394082261267203
588,0.588,3.0988150184770804
589,0.589,2.9010171027510396
590,0.59,2.9574860574208492
591,0.591,2.9556457474449873
592,0.592,3.064501310340231
593,0.593,3.3576390376690797
594,0.594,3.2222441152345245
595,0.595,3.282009730187442
596,0.596,3.2885510427424536
597,0.597,3.406869929517519
598,0.598,3.2269876363666414
599,0.599,3.2433712761161013
600,0.6,3.483730806156114
601,0.601,2.9151858151986123
602,0.602,2.8418782691905746
603,0.603,2.7230802868551707
604,0.604,3.110415589222088
605,0.605,2.472619864524347
606,0.606,3.1371934059980373
607,0.607,2.932311618278041
608,0.608,3.2688134906804938
609,0.609,2.6871521043602042
610,0.61,2.7851238342517943
611,0.611,3.1373993699025897
612,0.612,3.167673430605464
613,0.613,2.4982120095473834
614,0.614,2.7040094191249398
615,0.615,2.68287798491267
616,0.616,2.6497582500148735
617,0.617,2.4002095302546143
618,0.618,2.803108620994195
619,0.619,1.7900699024605662
620,0.62,2.1676924199969716
621,0.621,2.364413632690013
622,0.622,2.302347628928323
623,0.623,2.505487604943301
624,0.624,2.393132198951718
625,0.625,1.8817220758222595
626,0.626,2.290970167673492
627,0.627,1.6205116856979687
628,0.628,2.047981303363161
629,0.629,2.2463191879508306
630,0.63,2.0027266443952403
631,0.631,1.605861784026249
632,0.632,1.4114582373060276
633,0.633,0.9904117155147621
634,0.634,1.4814402826069506
635,0.635,0.9944440119089624
636,0.636,1.0333834996866125
637,0.637,0.8581337810336427
638,0.638,1.0231194729983635
639,0.639,1.100690940674434
640,0.64,1.1410860410127146
641,0.641,0.8309464189059218
642,0.642,1.286249542771694
643,0.643,0.8597212754041135
644,0.644,0.6450105698126585
645,0.645,0.9108494342580856
646,0.646,1.396206300037841
647,0.647,0.8744559767296801
648,0.648,0.6344417123462647
649,0.649,0.2570985678018389
650,0.65,0.6242147919965974
651,0.651,0.737886640996946
652,0.652,0.5311675414496535
653,0.653,0.13051018878112863
654,0.654,0.36026696031314287
655,0.655,1.0397044116735485
656,0.656,1.024004122815357
657,0.657,0.3207785994991756
658,0.658,0.7840123264699953
659,0.659,0.22641189735802036
660,0.66,1.001388297379474
661,0.661,0.6560058741939628
662,0.662,0.8718155818917304
663,0.663,0.07893766982623895
664,0.664,0.805256521214148
665,0.665,0.6100176256882448
666,0.666,0.8800007475283537
667,0.667,0.9126212159828765
668,0.668,0.6731572311163497
669,0.669,0.48983843848990766
670,0.67,0.9219462934800958
671,0.671,0.6891039844323611
672,0.672,0.4654674124578576
673,0.673,0.47232559992068474
674,0.674,0.3270820706214081
675,0.675,0.6396722391624066
676,0.676,1.1466406721524227
677,0.677,0.8926794016855994
678,0.678,0.704202097712943
679,0.679,1.1285787627482717
680,0.68,0.6614422300987337
681,0.681,0.9638166706871631
682,0.682,0.9052053451457731
683,0.683,1.216470689884536
684,0.684,0.5328566207214633
685,0.685,0.7738235417399739
686,0.686,0.5597439918552918
687,0.687,0.995069370706245
688,0.6880000000000001,1.4574280873313452
689,0.6890000000000001,0.9626691143150518
690,0.6900000000000001,0.9805913685880487
691,0.6910000000000001,1.4139416248462313
692,0.6920000000000001,1.4907030034862305
693,0.6930000000000001,1.1603254705951394
694,0.6940000000000001,1.4080806552662497
695,0.6950000000000001,0.8943332137740618
696,0.6960000000000001,1.6445297473928555
697,0.6970000000000001,1.8884195333666398
698,0.6980000000000001,1.411790009005941
699,0.6990000000000001,0.640693138333927
700,0.7000000000000001,1.1080500133819386
701,0.7010000000000001,1.4678686068414368
702,0.7020000000000001,1.165076592300238
703,0.7030000000000001,1.6797097834281054
704,0.704,1.4800903814215747
705,0.705,1.0963998767572811
706,0.706,1.3218754862588407
707,0.707,1.0471070826268527
708,0.708,1.2628084778798445
709,0.709,1.1528618707954823
710,0.71,1.6727207446986887
711,0.711,1.955616007044834
712,0.712,0.8915187389186499
713,0.713,0.743593728817047
714,0.714,1.2463912098273715
715,0.715,0.8635859882729879
716,0.716,1.3320094577784674
717,0.717,1.541814767676663
718,0.718,1.7644028758634096
719,0.719,1.3757292690633343
720,0.72,1.2567245110140224
721,0.721,0.7208097675526702
722,0.722,1.322211879101803
723,0.723,1.3362315058695216
724,0.724,1.5075577783455154
725,0.725,1.104961686718577
726,0.726,1.1893138394155873
727,0.727,0.8795028265290783
728,0.728,0.6394058649360093
729,0.729,0.9990102952494605
730,0.73,0.8661569451530498
731,0.731,1.4449417031642406
732,0.732,1.1961817969320763
733,0.733,1.198901942511737
734,0.734,1.0748871711187684
735,0.735,0.4113894607173628
736,0.736,1.8457263427696358
737,0.737,1.106360772095473
738,0.738,1.2970608233518615
739,0.739,0.9997939502579176
740,0.74,1.7444313364075483
741,0.741,1.5135656896954393
742,0.742,1.2413767889890581
743,0.743,1.391394078407239
744,0.744,2.0332755914802867
745,0.745,1.5296186321832126
746,0.746,1.5195459591683715
747,0.747,1.315008895816371
748,0.748,1.053131842905687
749,0.749,1.5982206472399585
750,0.75,1.7691579260460486
751,0.751,2.02712628510963
752,0.752,1.048797057790249
753,0.753,1.4121609498156293
754,0.754,1.6019468582315644
755,0.755,1.8016214491636044
756,0.756,1.7855463311230706
757,0.757,1.81870764857069
758,0.758,2.003437152559912
759,0.759,1.6353167656890624
760,0.76,2.2112091663250335
761,0.761,2.0848914830518037
762,0.762,1.8818818768268502
763,0.763,2.48002543545701
764,0.764,2.4874035740183604
765,0.765,2.319736194529922
766,0.766,1.152212240533353
767,0.767,2.5477586280860645
768,0.768,2.3270460660209777
769,0.769,2.7031982997987885
770,0.77,2.483155681224302
771,0.771,2.5939167170791433
772,0.772,2.390243235456857
773,0.773,2.535106326809033
774,0.774,2.7300950696632444
775,0.775,2.1955875973394994
776,0.776,1.6550214802529248
777,0.777,2.027738142918716
778,0.778,2.2273802108967073
779,0.779,2.1203437932000324
780,0.78,1.7083862385844721
781,0.781,1.5744529989269243
782,0.782,1.8197386868551928
783,0.783,2.259584035588371
784,0.784,2.4633744775293147
785,0.785,2.2330748983388187
786,0.786,2.2409835943216003
787,0.787,1.8619885571587136
788,0.788,1.3229330895701017
789,0.789,1.6651943687112616
790,0.79,1.6772550871236647
791,0.791,1.5558684663006057
792,0.792,1.6685349524674893
793,0.793,1.7288154568486693
794,0.794,1.793767810077451
795,0.795,1.3932131773202339
796,0.796,0.8417321974664796
797,0.797,1.2017565887619137
798,0.798,1.2911768236682821
799,0.799,1.5741793185106157
800,0.8,0.9642530566210354
801,0.801,1.2137678752926002
802,0.802,1.0707665870252345
803,0.803,0.9191560012946149
804,0.804,1.1060942909920994
805,0.805,0.5485338092266858
806,0.806,0.49319349236073484
807,0.807,0.5804685582889042
808,0.808,0.3098312069110979
809,0.809,0.5718884806171679
810,0.81,0.12314107373273359
811,0.811,0.3228434130982996
812,0.812,0.14323146846169646
813,0.8130000000000001,0.1568108482467528
814,0.8140000000000001,-0.12557842921375373
815,0.8150000000000001,-0.16816693311669384
816,0.8160000000000001,-0.11497391124583534
817,0.8170000000000001,-0.1587995890541888
818,0.8180000000000001,-0.2943955335770818
819,0.8190000000000001,0.1469317778959851
820,0.8200000000000001,-0.7310333681893435
821,0.8210000000000001,-0.5195707271828136
822,0.8220000000000001,-1.0360309962416612
823,0.8230000000000001,-0.5128651842964929
824,0.8240000000000001,-1.0163113743984526
825,0.8250000000000001,-0.8189719136322685
826,0.8260000000000001,-0.8971345534037143
827,0.8270000000000001,-0.7473896244922388
828,0.8280000000000001,-1.039561203512903
829,0.8290000000000001,-1.0901382325492903
830,0.8300000000000001,-0.5142092686084354
831,0.8310000000000001,-0.8884661564298991
832,0.8320000000000001,-1.1663373263772527
833,0.833,-1.0926525019204272
834,0.834,-0.5382627820179804
835,0.835,-1.1118782592123462
836,0.836,-1.2524846029360373
837,0.837,-1.250422139783064
838,0.838,-1.2036826572843593
839,0.839,-1.2060817149709
840,0.84,-1.395163161301977
841,0.841,-1.3268125840013465
842,0.842,-1.2113947101675553
843,0.843,-0.752967050091076
844,0.844,-1.0074909708057973
845,0.845,-0.9128559012489547
846,0.846,-0.4222558022784669
847,0.847,-0.36243953108049304
848,0.848,-0.7784369927736424
849,0.849,-0.8212445470838174
850,0.85,-0.8249743104957268
851,0.851,-0.28710702475224537
852,0.852,-0.4814574805714731
853,0.853,-0.4571012445173587
854,0.854,-0.5025666478985555
855,0.855,-0.403107542308516
856,0.856,0.013411711513579852
857,0.857,-0.38453756653605686
858,0.858,0.40409570703116515
859,0.859,0.04359704674438433
860,0.86,0.2592714261806368
861,0.861,0.0054897343396961285
862,0.862,0.5070073845664813
863,0.863,0.5177641925914653
864,0.864,0.7078780486500413
865,0.865,1.2718382487273991
866,0.866,0.9915180295841854
867,0.867,0.8078275846495543
868,0.868,0.940650694957672
869,0.869,1.439880806329734
870,0.87,1.7573854897970713
871,0.871,1.557598053246551
872,0.872,1.7833595878587822
873,0.873,1.861539162716491
874,0.874,2.20403236917846
875,0.875,1.2906326790539513
876,0.876,2.170057209105586
877,0.877,2.356269161198213
878,0.878,1.747360302382128
879,0.879,1.9673838008959006
880,0.88,2.0579488687788987
881,0.881,2.1703637327592142
882,0.882,2.31575667628671
883,0.883,2.5995258507884884
884,0.884,2.8478840846147744
885,0.885,2.968751943421482
886,0.886,2.4437131601271673
887,0.887,2.48668532734559
888,0.888,3.174032723949067
889,0.889,3.0064906171808197
890,0.89,2.8643542519457332
891,0.891,3.002241847719115
892,0.892,2.865655325905744
893,0.893,3.039846679823281
894,0.894,2.7829740334126454
895,0.895,2.959154444737275
896,0.896,2.4134321374094143
897,0.897,2.6416955402109457
898,0.898,2.61972211009597
